제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
본사람 댓글좀 달아주세요형들…,,- dc official App,"ㅇㅇ(211.234) 2024.01.30 22:21:27
조회 77 추천 0 댓글 1",추천 0,조회 77,2024.01.30 22:21:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=215&page=1
08인데 안녕하세요 형들,,- dc official App,"ㅇㅇ(180.69) 2024.01.28 04:05:44
조회 109 추천 0 댓글 0",추천 0,조회 109,2024.01.28 04:05:44,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=214&page=1
여기 이제 아무도 안들어오는구나,,ㅋㅋ,"닉네임뭐하노 2023.02.24 15:45:26
조회 193 추천 0 댓글 2",추천 0,조회 193,2023.02.24 15:45:26,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=209&page=1
신입생 백붕이들아 반갑다,,다른 건 다 괜찮은데 4층 복도에서 좀만 조용히 해라,"ㅇㅇ(223.38) 2023.02.22 13:28:48
조회 84 추천 1 댓글 0",추천 1,조회 84,2023.02.22 13:28:48,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=208&page=1
고2 11모 고등학교 순위떴다,,"경기도내 고2 11모 순위
우성 49 백운 167위 모락 233위","ㅇㅇ(223.38) 2023.02.19 13:47:06
조회 518 추천 0 댓글 0",추천 0,조회 518,2023.02.19 13:47:06,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=206&page=1
후배들 새해복 많이받고 힘내라,,"난 먼저 신촌으로 간다 ㅋㅋㅋ
사랑한다 연세~","ㅇㅇ(1.241) 2023.01.01 00:07:40
조회 41 추천 0 댓글 0",추천 0,조회 41,2023.01.01 00:07:40,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=205&page=1
[ Fare well ],,모두 고생했고 좋은결과 있길바란다.,"ㅇㅇ(14.4) 2022.11.17 06:07:00
조회 49 추천 0 댓글 0",추천 0,조회 49,2022.11.17 06:07:00,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=204&page=1
나다,,내일 잘봐라 우흥/,"닉네임뭐하노 2022.11.16 21:44:00
조회 75 추천 0 댓글 1",추천 0,조회 75,2022.11.16 21:44:00,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=203&page=1
"""폭 풍 전 야""",,"니들이 잘 못볼지 내가 잘 볼지는 정해져있다.
들어와라 2023 대학수학능력시험.","ㅇㅇ(1.241) 2022.11.16 14:19:38
조회 37 추천 0 댓글 0",추천 0,조회 37,2022.11.16 14:19:38,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=202&page=1
"""미래는 정해져있어... 운명이란 바꿀수없는것이야..""",,,"ㅇㅇ(14.4) 2022.11.14 15:56:51
조회 59 추천 0 댓글 0",추천 0,조회 59,2022.11.14 15:56:51,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=201&page=1
[이순신의 마음가짐으로],,"必死則生 (필사즉생)
반드시 죽으려 하는 자는 살고
幸生則死 (행생즉사)
요행히 살고자 하는 자는 죽을 것이다","ㅇㅇ(14.4) 2022.11.13 19:44:00
조회 28 추천 1 댓글 0",추천 1,조회 28,2022.11.13 19:44:00,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=200&page=1
???: 노력하지않은 죄,,"노력하지 않은죄..

하염없이 시간을 흘려보낸죄..

자신을 돌아보지 않은 죄...

너 자신을 나태하게 놔둔 죄....


































땅 땅
























"" 재 수 ""","ㅇㅇ(14.4) 2022.11.12 18:00:46
조회 42 추천 1 댓글 0",추천 1,조회 42,2022.11.12 18:00:46,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=199&page=1
"""도라에몽... 시간을.. 되돌려줘""",,"""
""나 돌아갈래.....""





















나돌아갈래!!!!!!!!!!!!!!!!!","ㅇㅇ(14.4) 2022.11.12 17:55:26
조회 70 추천 1 댓글 0",추천 1,조회 70,2022.11.12 17:55:26,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=198&page=1
"""5일""",,"5일 , 120시간, 7200분 , 452000초 

"" 중요한건 꺾이지않는 마음""","ㅇㅇ(14.4) 2022.11.12 12:41:13
조회 31 추천 0 댓글 0",추천 0,조회 31,2022.11.12 12:41:13,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=197&page=1
???: 우리 1년 더한다,,,"ㅇㅇ(14.4) 2022.11.11 13:57:15
조회 63 추천 0 댓글 0",추천 0,조회 63,2022.11.11 13:57:15,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=196&page=1
"""그러나 꺾이지 않는것은 없기에...""",,.... d-6,"ㅇㅇ(14.4) 2022.11.11 13:33:11
조회 27 추천 0 댓글 0",추천 0,조회 27,2022.11.11 13:33:11,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=195&page=1
""" 중요한건 꺾이지않는 마음""",,D-7,"ㅇㅇ(14.4) 2022.11.10 20:44:56
조회 30 추천 0 댓글 0",추천 0,조회 30,2022.11.10 20:44:56,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=194&page=1
"""중요한건 꺽이지 않는 마음""",,D-9,"ㅇㅇ(14.4) 2022.11.08 19:30:02
조회 39 추천 1 댓글 0",추천 1,조회 39,2022.11.08 19:30:02,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=193&page=1
수능 공부법 공유한다.,,"일단 수특 수완-> 여기서 나오는문제가 수능에 나올확률? ㅈ도없음 바로 째기셈
문학 연계는 허수들만 신경쓰는 부분이므로 가볍게 넘어가셈

기출풀이-> 기출문제? 수능에 절대안나옴 그러므로 기출 문제풀이도 할필요가 없다.

자그러면 뭘 공부해야 하냐 답은정해져있다.  니가 꼴리는걸 해라. 사람은 본래 자신이 하고싶은것을 할때 가장큰 효율을 낼수있는 동물이다.
그러므로 나는 롤을 하러가겠다. 그럼 20000","ㅇㅇ(14.4) 2022.10.28 21:54:55
조회 88 추천 1 댓글 0",추천 1,조회 88,2022.10.28 21:54:55,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=192&page=1
모의고사&학교 내신 성적표 수정,,"https://open.kakao.com/o/sj9T07Ie
모의고사
open.kakao.com
*2022년 3월,6월,9월 모의고사 성적표 양식 판매합니다.(2022년 11월 모의고사 양식도 미리 대비해서 보내드립니다.)



*학교 내신 성적표 수정도 받고 있습니다.


*가격은 10000원 입니다.

*이름이랑 원하시는 성적 있으시면 반영해서 수정해드립니다.

*수정할수 있는 한글파일로 보내드리니 걱정하지 않으셔도 됩니다.

*본 양식은 동기부여용/자기자극용/부모님설득 등 건전한 곳에 사용될 용도로 공유 중입니다.(불건전한 곳에 사용의 책임은
구매자에게 있습니다.)
*거래 진행방식- 대화방에 입장하셔서 원하시는 성적과 이름 혹은 양식만을 원한다 등의 요청사항을 말씀해주시고

*계좌번호로 입금된것이 확인되면 이메일로 보내드리는 방식입니다.
*거래가 완료되면 대화방은 삭제하니 개인정보 유출등의 문제는 걱정하지 않으셔도 됩니다.

*답장이 없더라도 잠시 대기 부탁드립니다.","ㅇㅇ(210.217) 2022.10.25 16:33:27
조회 119 추천 0 댓글 1",추천 0,조회 119,2022.10.25 16:33:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=191&page=2
인생좆된 고3 백붕이 ㅋㅋㅋㅋㅋ,,애미 ㅋㅋㅋ,"ㅇㅇ(1.241) 2022.10.21 00:03:11
조회 128 추천 1 댓글 1",추천 1,조회 128,2022.10.21 00:03:11,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=190&page=2
ㅇㄴㅁㅁㅁㅁ,,ㅁㄴㅇ,"ㅇㅇ(222.98) 2022.10.10 20:51:04
조회 27 추천 0 댓글 0",추천 0,조회 27,2022.10.10 20:51:04,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=189&page=2
실시간 백붕이 탈의실에서 갤질한다,,교실에서 하기엔 좀 그렇잖아,"ㅇㅇ(61.77) 2022.08.22 15:44:37
조회 90 추천 1 댓글 0",추천 1,조회 90,2022.08.22 15:44:37,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=188&page=2
정시 좆된 정시파이터면 개추,,정시파이터 웅앵웅 해놓고 공부안했으면 개추 ㅋㅋㅋ,"ㅇㅇ(1.241) 2022.08.20 13:18:49
조회 64 추천 3 댓글 0",추천 3,조회 64,2022.08.20 13:18:49,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=187&page=2
급식 맛 자체는 좋다 생각함,,"근데 메뉴를 가끔 함바집에서나 줄 법한 걸 줘서
맛의 방향 자체가 잘못된거지
맛있는 메뉴면 ㅍㅅㅌㅊ된다고 본다.","ㅇㅇ(61.77) 2022.07.01 13:36:04
조회 114 추천 1 댓글 2",추천 1,조회 114,2022.07.01 13:36:04,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=186&page=2
오전에 번개 크게 친거,,들었으면 개추,"ㅇㅇ(61.77) 2022.06.30 14:10:13
조회 54 추천 2 댓글 1",추천 2,조회 54,2022.06.30 14:10:13,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=185&page=2
우연이 내게오나봐~ 꽃향기가 보여 ~,,"드디어 저희 3학년 1반에도 봄이왔나봅니다.
공부밖에모르던 저의 학우가 사랑을 시작한것같습니다.
여러분 비록 이름은 못밝히지만 응원해주세요..!","ㅇㅇ(61.77) 2022.06.20 16:23:21
조회 240 추천 7 댓글 6",추천 7,조회 240,2022.06.20 16:23:21,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=184&page=2
산 밀어버리고싶네,,"새새끼들 존나시끄럽고 벌레 존나들어오고
존나 뭔생각으로 이딴데에 학교를지은거지","ㅇㅇ(61.77) 2022.06.16 08:23:47
조회 74 추천 1 댓글 1",추천 1,조회 74,2022.06.16 08:23:47,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=183&page=2
6모 3일남았네,,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

좆 댓 따 !","ㅇㅇ(14.4) 2022.06.06 23:09:02
조회 39 추천 3 댓글 0",추천 3,조회 39,2022.06.06 23:09:02,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=182&page=2
그냥여기한국공학대갤러리하자,,다같이 한국공대로 가자~~~,"ㅇㅇ(221.150) 2022.05.11 00:35:29
조회 183 추천 1 댓글 1",추천 1,조회 183,2022.05.11 00:35:29,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=181&page=2
아직 있노,,여기도 오랫만이네 이x찬은 아직도 있노,"ㅇㅇ(221.141) 2022.05.10 14:29:04
조회 54 추천 0 댓글 1",추천 0,조회 54,2022.05.10 14:29:04,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=180&page=2
이 시발,,매점열어 나쁜넘들아ㅏㅏㅏ요즘급식에바야ㅏㅏㅏ고3내내 못쓰는게어딧어ㅓㅓㅓㅓㅓ,"ㅇㅇ(1.241) 2022.04.26 18:50:39
조회 125 추천 0 댓글 1",추천 0,조회 125,2022.04.26 18:50:39,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=179&page=2
여긴 의왕백운고갤러리입니다,,파딱은 재수중임요ㅇㅇ,"ㅇㅇ(221.150) 2022.04.18 00:06:39
조회 220 추천 0 댓글 1",추천 0,조회 220,2022.04.18 00:06:39,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=178&page=2
공부 좆같다,,"아니 왜째서 고1때 내신을 6등급대로 던져버린 것입니까 과거의 나?

4등급대 까지밖에 복구를 못한 등신입니다.

문송합니다.

고1, 2는 갤끄고 시험공부해라... 나처럼 되지말아줘...","ㅇㅇ(61.77) 2022.04.07 08:38:50
조회 142 추천 0 댓글 1",추천 0,조회 142,2022.04.07 08:38:50,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=176&page=2
본인 프로미스나인 빠는 백붕이면 개추 ㅋㅋ,,개추 감쟈합니다,"ㅇㅇ(14.4) 2022.03.30 00:43:05
조회 60 추천 0 댓글 1",추천 0,조회 60,2022.03.30 00:43:05,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=175&page=2
고3게이 손,,"문과만 받는다.
엄근진","ㅇㅇ(1.241) 2022.03.18 23:28:32
조회 78 추천 0 댓글 1",추천 0,조회 78,2022.03.18 23:28:32,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=174&page=2
재학생이 809명인데,,글젠이 이거밖에 안됨?,"찰팡 2022.03.17 23:18:11
조회 142 추천 2 댓글 1",추천 2,조회 142,2022.03.17 23:18:11,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=173&page=2
디시인사이드 이렇게하는거맞나..?,,안녕하세요 !!,"이찬영(221.143) 2022.03.17 23:14:33
조회 146 추천 2 댓글 2",추천 2,조회 146,2022.03.17 23:14:33,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=172&page=2
오늘 급식 맛있었으면 개추ㅋㅋㅋ,,"움냠냠쩦짶
- dc official App","ㅇㅇ(175.116) 2022.03.17 23:13:18
조회 153 추천 1 댓글 5",추천 1,조회 153,2022.03.17 23:13:18,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=171&page=2
개같이 멸망했네,,ㅋㅋㅋㅋㅋㅋㅋㅋ,"찰팡 2022.03.17 23:10:01
조회 37 추천 1 댓글 0",추천 1,조회 37,2022.03.17 23:10:01,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=170&page=2
속보-수능포기,,"일주일만에 깨달음
그냥 수시로 경기도 저 어디 대학하나 넣고 놀아야지","ㅇㅇ(1.241) 2022.03.13 15:39:55
조회 36 추천 0 댓글 0",추천 0,조회 36,2022.03.13 15:39:55,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=169&page=2
이번에 대학 들어가는데,,"안녕 얘들아 이번에 컴공과 입학하는 찐따인데 공부 겸 어플좀 만들어봤어 시간내서 한번씩 좀 해봐주겠니..

미안해..ㅠ

https://play.google.com/store/apps/details?id=kim.dae1212.imagegame0216","익명(77.111) 2022.03.02 00:23:59
조회 62 추천 0 댓글 1",추천 0,조회 62,2022.03.02 00:23:59,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=168&page=2
이이잉ㅇ 기몰잉,,ㅇㄹㄴㅇㄹ,"악질아이피14.4 2022.02.28 02:12:51
조회 33 추천 0 댓글 0",추천 0,조회 33,2022.02.28 02:12:51,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=167&page=2
백운고 게이들한테만 주식정보준다,,"한일단조, 빅텍 풀매수박아라 게이들아 ㅇㅇ","건전하고공정한시민 2022.02.27 22:57:02
조회 113 추천 0 댓글 1",추천 0,조회 113,2022.02.27 22:57:02,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=166&page=2
속보))) 보닌 재수확정,,"4디시콘 보기
1종보통 장내기능시험 재수 확정","닉네임뭐하노 2022.02.19 11:32:24
조회 85 추천 1 댓글 2",추천 1,조회 85,2022.02.19 11:32:24,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=165&page=2
누누이 말씀드리지만 이곳은 국내잇올갤러리입니다.,,,"닉네임뭐하노 2022.02.15 20:54:26
조회 54 추천 0 댓글 0",추천 0,조회 54,2022.02.15 20:54:26,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=164&page=2
망갤 테스트,,예아 망갤 되었으면 여기 갤은 광양백운고가 가져간다,"ㅇㅇ(218.233) 2022.02.13 06:01:27
조회 79 추천 2 댓글 0",추천 2,조회 79,2022.02.13 06:01:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=163&page=2
응 코스피 2700선 무너져도 상관없어ㅋㅋ,,사실 그렇지않아 시발,"ㅇㅇ(175.116) 2022.01.29 03:21:09
조회 50 추천 0 댓글 1",추천 0,조회 50,2022.01.29 03:21:09,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=162&page=2
잇붕이 이X찬은 잇올안간다고 놀지말고 공부하기를 바람,,ㅇ,"ㅇㅇ(175.116) 2022.01.28 22:35:46
조회 105 추천 0 댓글 1",추천 0,조회 105,2022.01.28 22:35:46,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=161&page=2
예비고3인 나,,"1월 순공부시간 10시간 내외
좆 됐 다!!","ㅇㅇ(1.241) 2022.01.24 14:27:09
조회 75 추천 0 댓글 3",추천 0,조회 75,2022.01.24 14:27:09,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=160&page=2
재수 잇붕이 이X찬 게이야 열심히해라,,,"닉네임뭐하노 2022.01.23 20:31:07
조회 68 추천 0 댓글 4",추천 0,조회 68,2022.01.23 20:31:07,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=159&page=2
잇붕이집가는중ㅠㅠ,,너네는재수안할거같지,"익명의김x규 2022.01.22 20:58:03
조회 74 추천 0 댓글 2",추천 0,조회 74,2022.01.22 20:58:03,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=158&page=2
여기 뭐하는 곳이노?,,"씨발ㅋㅋㅋㅋ
- dc official App","%0%0 2022.01.07 01:14:22
조회 94 추천 0 댓글 1",추천 0,조회 94,2022.01.07 01:14:22,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=157&page=2
형님들 졸업 ㅊㅊ,,이젠 씨발 제가 고3이네요 씨발씨발,"ㅇㅇ(1.241) 2022.01.03 19:26:41
조회 73 추천 0 댓글 2",추천 0,조회 73,2022.01.03 19:26:41,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=156&page=2
백붕이잇올등록하고왓어ㅠㅠㅠㅠㅠㅠㅠ,,나엔수생이다,"익명의김x규 2022.01.02 11:03:22
조회 54 추천 0 댓글 0",추천 0,조회 54,2022.01.02 11:03:22,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=155&page=2
